iter	Logloss
305	0.02211405481
306	0.02191736805
307	0.02174783204
308	0.02155639096
309	0.02138130662
310	0.02123944217
311	0.021098948
312	0.02097148737
313	0.02091835015
314	0.02079099123
315	0.02065552918
316	0.02057157392
317	0.02040586217
318	0.0202766303
319	0.02018373217
320	0.02006699456
321	0.01991633221
322	0.01983227651
323	0.01971880785
324	0.0195936514
325	0.01949135082
326	0.01940392434
327	0.01930251229
328	0.01915917594
329	0.01904857664
330	0.01886867114
331	0.01879595891
332	0.01871409144
333	0.01861177122
334	0.01851856196
335	0.01840646803
336	0.01831595547
337	0.01822261943
338	0.01812745151
339	0.01803578605
340	0.01792880097
341	0.0178235593
342	0.01770662835
343	0.01763065965
344	0.01755318717
345	0.01746336516
346	0.01737640872
347	0.01729691892
348	0.01716385087
349	0.01707602416
350	0.01700624913
351	0.01691148112
352	0.0167999538
353	0.01672248473
354	0.01663375834
355	0.01654300963
356	0.01645454492
357	0.01635298451
358	0.01625617641
359	0.01617205253
360	0.01608309771
361	0.01603803673
362	0.01595803333
363	0.01586977459
364	0.01580261608
365	0.01572177101
366	0.01565552856
367	0.01558148157
368	0.01545687315
369	0.01540224472
370	0.01532613934
371	0.01520188838
372	0.01509518992
373	0.01502696805
374	0.01493465086
375	0.01486540689
376	0.01476399194
377	0.01469102705
378	0.0146385659
379	0.01456901217
380	0.01448866977
381	0.01443972053
382	0.01438202669
383	0.01431880776
384	0.01426338839
385	0.01419021345
386	0.01411731254
387	0.01406894561
388	0.01400332134
389	0.01392628767
390	0.01387543291
391	0.01382614463
392	0.01376297849
393	0.01371369367
394	0.01365151037
395	0.01357973801
396	0.01353152115
397	0.01344256121
398	0.01338265732
399	0.01332638353
400	0.0132517196
401	0.01318908856
402	0.01311985405
403	0.01307795185
404	0.0130076613
405	0.01295381375
406	0.01291538728
407	0.01287423196
408	0.01281988829
409	0.0127808636
410	0.01274356556
411	0.01269669927
412	0.01265234941
413	0.01258173367
414	0.01253087821
415	0.01248786817
416	0.01242415447
417	0.01236865095
418	0.01230410916
419	0.01226461308
420	0.01222629039
421	0.01218387818
422	0.01212963163
423	0.01209858963
424	0.01204761201
425	0.0120131505
426	0.0119329721
427	0.01188766545
428	0.01184715243
429	0.01181091533
430	0.01175007948
431	0.01171467928
432	0.01167243328
433	0.0116234698
434	0.01159118096
435	0.01152855724
436	0.01150111007
437	0.01144804147
438	0.01139079402
439	0.0113462325
440	0.01130122615
441	0.01124393102
442	0.01121415102
443	0.01116469355
444	0.01113310782
445	0.01106541208
446	0.01102969303
447	0.01100705998
448	0.0109758517
449	0.01092527819
450	0.01089282792
451	0.01085342144
452	0.01081549234
453	0.01077246337
454	0.01071860628
455	0.01068771589
456	0.01066217031
457	0.01061686734
458	0.0105684841
459	0.01051071673
460	0.01044204657
461	0.01040684475
462	0.01036182336
463	0.01032268065
464	0.01029044349
465	0.01025764904
466	0.01022284806
467	0.01019925997
468	0.01015297313
469	0.01011993685
470	0.0100811624
471	0.01004408534
472	0.01001310711
473	0.009972081218
474	0.009949635447
475	0.009921378095
476	0.009880732731
477	0.0098491059
478	0.009811407648
479	0.009779401474
480	0.009743909283
481	0.00971321076
482	0.009681411959
483	0.009638382273
484	0.009602436741
485	0.009570651926
486	0.009537735137
487	0.009511707925
488	0.009473755777
489	0.009444992111
490	0.009423720319
491	0.009390966514
492	0.009358099042
493	0.00933129561
494	0.00929682011
495	0.009270471518
496	0.009219007443
497	0.009187068973
498	0.00916015897
499	0.009102533475
500	0.009083358196
501	0.009044388593
502	0.009002387963
503	0.008973053403
504	0.008948252706
505	0.008924104028
506	0.008908868449
507	0.00887828526
508	0.008856566325
509	0.008818691429
510	0.008771238336
511	0.008748053717
512	0.008711403005
513	0.008691730564
514	0.008649384138
515	0.008616512339
516	0.0085933314
517	0.008565916124
518	0.008531655723
519	0.008507918676
520	0.00848632469
521	0.008468154369
522	0.008420475157
523	0.00838718607
524	0.008353324616
525	0.008318476933
526	0.008275855518
527	0.008252263328
528	0.008232551593
529	0.008208048143
530	0.008180889653
531	0.00815210544
532	0.008126203639
533	0.008110977629
534	0.008071508453
535	0.008055605916
536	0.008024190269
537	0.008008292878
538	0.007986570537
539	0.00795602957
540	0.007919507891
541	0.007895554501
542	0.007869182532
543	0.007846023487
544	0.007826330292
545	0.00779178691
546	0.007767053157
547	0.00774759462
548	0.00771448873
549	0.007684119896
550	0.007659990283
551	0.007642663548
552	0.007612780428
553	0.007596874337
554	0.007576613581
555	0.007543995883
556	0.007520463748
557	0.007488589242
558	0.007459781893
559	0.007434045915
560	0.007407034294
561	0.007390823751
562	0.007367135506
563	0.007350122665
564	0.007323077117
565	0.007308478766
566	0.00728881187
567	0.007259920323
568	0.007240328298
569	0.007209309775
570	0.007176016901
571	0.007159283196
572	0.007146312478
573	0.007117255735
574	0.007098490579
575	0.007075185876
576	0.00704966702
577	0.007024049053
578	0.0070034306
579	0.006972446344
580	0.006952199446
581	0.006936265032
582	0.006917334431
583	0.006893700489
584	0.006869205133
585	0.006842713633
586	0.006824302119
587	0.00679787026
588	0.006778665778
589	0.006757836148
590	0.006738841852
591	0.006722864655
592	0.006706100128
593	0.006689941214
594	0.006662838598
595	0.00664594256
596	0.00663106476
597	0.006613611197
598	0.00659838819
599	0.006564758257
600	0.006536807591
601	0.006508463355
602	0.006488726664
603	0.006462104259
604	0.006450026266
605	0.00643172858
606	0.006410888134
607	0.006391280466
608	0.006373841328
609	0.006357315485
610	0.006342036828
611	0.006320148479
612	0.006300377947
613	0.006287192149
614	0.006274469693
615	0.006262653624
616	0.006237330987
617	0.006224328409
618	0.006198086663
619	0.006183937098
620	0.00616461884
621	0.006148692992
622	0.006137885362
623	0.006128647621
624	0.006110710965
625	0.006093258149
626	0.006087095852
627	0.0060625799
628	0.006048878809
629	0.006037834883
630	0.006022623766
631	0.006011218765
632	0.005999006725
633	0.005980717884
634	0.005968596841
635	0.00595752633
636	0.005940661286
637	0.005926177666
638	0.005910961096
639	0.005890889844
640	0.005870428427
641	0.00584539919
642	0.005828768239
643	0.005809445972
644	0.00579434983
645	0.005781837136
646	0.005763383716
647	0.005740587612
648	0.00572686755
649	0.005712776206
650	0.005696099567
651	0.005685154142
652	0.0056762171
653	0.005664663665
654	0.005646926172
655	0.005632728759
656	0.005617133672
657	0.005590799734
658	0.00557767209
659	0.005561261783
660	0.005550686069
661	0.005538524738
662	0.005524121005
663	0.005513108712
664	0.005500870349
665	0.005489483621
666	0.00547599193
667	0.005455002196
668	0.005445134319
669	0.005432251104
670	0.005419393651
671	0.005405025473
672	0.005385028569
673	0.005369192296
674	0.005356202159
675	0.005342515034
676	0.005331803594
677	0.005321654877
678	0.005308205652
679	0.005288180386
680	0.005278821293
681	0.005265033484
682	0.005251920417
683	0.00523916905
684	0.005221302843
685	0.005208867069
686	0.005199694847
687	0.005192190858
688	0.005182065778
689	0.005173094795
690	0.005158835733
691	0.005142924438
692	0.005131491499
693	0.005121310987
694	0.005110782655
695	0.005103666682
696	0.005091322517
697	0.005076785136
698	0.005067207408
699	0.005057276926
700	0.005045738808
701	0.005035209957
702	0.005024140843
703	0.005011962857
704	0.004998659522
705	0.004989645241
706	0.004980514389
707	0.004965254156
708	0.004944069129
709	0.0049298811
710	0.004912610851
711	0.004900464686
712	0.004886368157
713	0.004876682416
714	0.00486780715
715	0.004855855448
716	0.00483940767
717	0.004837941632
718	0.004825314974
719	0.004811513664
720	0.004801709779
721	0.004791957552
722	0.004775659185
723	0.004765895081
724	0.004758731035
725	0.004748874264
726	0.00473545438
727	0.004720849202
728	0.00471230901
729	0.004707270181
730	0.004695872097
731	0.004687315474
732	0.004677707917
733	0.004660150783
734	0.004649558421
735	0.004638002172
736	0.004625328677
737	0.004616839356
738	0.004601749002
739	0.004590833006
740	0.004578482823
741	0.004559277194
742	0.004553734089
743	0.004548182598
744	0.00454147928
745	0.00453160239
746	0.004520826779
747	0.004508848376
748	0.004497125494
749	0.004486637508
750	0.004480029761
751	0.004470801354
752	0.00445631214
753	0.004448988798
754	0.004434540523
755	0.00441802818
756	0.004406330481
757	0.0043964488
758	0.004390181466
759	0.004380403916
760	0.004374170177
761	0.004366542834
762	0.004354677423
763	0.004340894405
764	0.004333229165
765	0.004325211343
766	0.004317746358
767	0.004310295699
768	0.0043001504
769	0.004290069116
770	0.004284543944
771	0.00427731616
772	0.004268278329
773	0.004256990872
774	0.004245759758
775	0.004236742663
776	0.00422139785
777	0.004211889405
778	0.004199851771
779	0.00418933918
780	0.004178178254
781	0.004170843694
782	0.004158261924
783	0.00415020285
784	0.004142625046
785	0.004133503073
786	0.004123099622
787	0.004114509836
788	0.004103664316
789	0.00409648709
790	0.004090481586
791	0.004080770678
792	0.004073342891
793	0.004068137198
794	0.004061546465
795	0.004050346311
796	0.00403706244
797	0.004029213392
798	0.004019813706
799	0.00400991539
800	0.004004171736
801	0.003993083449
802	0.003984491141
803	0.003977369653
804	0.003968028747
805	0.003961496794
806	0.003955819788
807	0.003942228279
808	0.003936790052
809	0.003928690133
810	0.003921076196
811	0.003914307175
812	0.003907678292
813	0.003899476282
814	0.003887222018
815	0.003879532687
816	0.003868666038
817	0.003862602606
818	0.003857596129
819	0.003847212528
820	0.003841051723
821	0.003831529826
822	0.003823231434
823	0.003816582341
824	0.003807997856
825	0.003800916179
826	0.003794176476
827	0.003786470476
828	0.003781466768
829	0.003770795321
830	0.003765563719
831	0.003758832189
832	0.00375213899
833	0.003741043261
834	0.003733519584
835	0.003723843374
836	0.003714026981
837	0.003704027688
838	0.003697217595
839	0.003688062026
840	0.003683480157
841	0.003676396751
842	0.003666161648
843	0.003657457208
844	0.003651483762
845	0.003641619202
846	0.003634228945
847	0.003625517589
848	0.003619851261
849	0.00360923812
850	0.003602915655
851	0.003596633137
852	0.003591502385
853	0.003585165635
854	0.00358116166
855	0.003576685581
856	0.00357090511
857	0.003564550246
858	0.003558107626
859	0.003552926743
860	0.003547706251
861	0.003542375944
862	0.003533549005
863	0.003525160307
864	0.003517972131
865	0.003508988804
866	0.003498560208
867	0.00349028491
868	0.003483590578
869	0.00347493388
870	0.003469302406
871	0.003462388627
872	0.003456842613
873	0.00344726464
874	0.003438337485
875	0.003433830492
876	0.003428204963
877	0.003424606451
878	0.003419722718
879	0.003411884603
880	0.003404996079
881	0.003399503912
882	0.003395242214
883	0.003391830611
884	0.003382609653
885	0.003377531443
886	0.003372920132
887	0.003362483403
888	0.00335683582
889	0.003352997132
890	0.003343786178
891	0.003336495846
892	0.003331833844
893	0.003324272355
894	0.003319430015
895	0.003313769658
896	0.003308709088
897	0.003300100265
898	0.003292702572
899	0.003287625468
900	0.00327884647
901	0.003270136758
902	0.003263200965
903	0.003257799085
904	0.003251198026
905	0.003244445256
906	0.003239885601
907	0.003233757493
908	0.003229149763
909	0.003221153906
910	0.003214356907
911	0.003207189545
912	0.003199305304
913	0.003193703893
914	0.00319020203
915	0.003181295576
916	0.003174120939
917	0.003167100321
918	0.00316060219
919	0.00315515459
920	0.003148293147
921	0.003139594072
922	0.003135521079
923	0.003130579745
924	0.003124237589
925	0.003118795282
926	0.003113955896
927	0.003107444511
928	0.003100573516
929	0.00309290785
930	0.003086286382
931	0.003083456766
932	0.003077036992
933	0.003070856183
934	0.003066220061
935	0.003061049163
936	0.003056011366
937	0.003051918644
938	0.003046370107
939	0.003040040205
940	0.003034010959
941	0.003030239857
942	0.003025119962
943	0.003018542723
944	0.003013613059
945	0.003008161718
946	0.003003537539
947	0.00299675135
948	0.002990800032
949	0.0029863999
950	0.002978687977
951	0.002973585617
952	0.002966035098
953	0.002961201684
954	0.002955733734
955	0.002952746566
956	0.002949915958
957	0.00294598142
958	0.002941664377
959	0.002934665978
960	0.002927641551
961	0.002921755597
962	0.002911816905
963	0.002906733915
964	0.002900360852
965	0.002894635784
966	0.002887599668
967	0.002882986241
968	0.002877011379
969	0.002873326861
970	0.002869269892
971	0.002863672687
972	0.002855810035
973	0.00285027776
974	0.002845979516
975	0.002839370596
976	0.002832317352
977	0.002828372589
978	0.002824014228
979	0.002817051989
980	0.002812203404
981	0.002805554544
982	0.002800776282
983	0.002794292883
984	0.002787809551
985	0.00278519598
986	0.002780463522
987	0.002777227271
988	0.002771157111
989	0.002767590113
990	0.002763081588
991	0.002758465837
992	0.002753614755
993	0.002747906089
994	0.002744075802
995	0.002738237543
996	0.002734098543
997	0.002729721256
998	0.002721051312
999	0.002715907739
